TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
plein	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
eau	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
Cresphonte	O	_	_	_	_	_	_	_	LED0.00
y	O	_	_	_	_	_	_	_	_
déposa	O	_	_	_	_	_	_	_	_
une	O	_	_	_	_	_	_	_	_
motte	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
terre	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
que	O	_	_	_	_	_	_	_	_
l	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
eau	O	_	_	_	_	_	_	_	_
ne	O	_	_	_	_	_	_	_	_
tarda	O	_	_	_	_	_	_	_	_
pas	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
dissoudre	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
dut	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
cet	O	_	_	_	_	_	_	_	_
artifice	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
dernier	O	_	_	_	_	_	_	_	_
lot	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
qu	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
il	O	_	_	_	_	_	_	_	_
convoitait	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Apollodore	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Bibliothèque	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
11	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.40
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.40
8	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.40
.	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	EndOfSentence
-	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	_
Δραπέτην	O	_	_	_	_	_	_	_	_
τὸν	O	_	_	_	_	_	_	_	_
x	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	NoSpaceAfter
ñçov	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
Si	O	_	_	_	_	_	_	_	_
Ajax	O	_	_	_	_	_	_	_	NoSpaceAfter|LED0.00
,	O	_	_	_	_	_	_	_	_
dit	O	_	_	_	_	_	_	_	_
Schneidewin	O	_	_	_	_	_	_	_	NoSpaceAfter|LED0.00
,	O	_	_	_	_	_	_	_	_
avait	O	_	_	_	_	_	_	_	_
agi	O	_	_	_	_	_	_	_	_
comme	O	_	_	_	_	_	_	_	_
Cresplionte	O	_	_	_	_	_	_	_	NoSpaceAfter|LED0.27
,	O	_	_	_	_	_	_	_	_
il	O	_	_	_	_	_	_	_	_
se	O	_	_	_	_	_	_	_	_
serait	O	_	_	_	_	_	_	_	_
comporté	O	_	_	_	_	_	_	_	NoSpaceAfter
en	O	_	_	_	_	_	_	_	_
poltron	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
êpaximmç	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
là	O	_	_	_	_	_	_	_	_
Pexpression	O	_	_	_	_	_	_	_	NoSpaceAfter
3paxétny	O	_	_	_	_	_	_	_	_
τὸν	O	_	_	_	_	_	_	_	_
χλῆρον	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
jeton	O	_	_	_	_	_	_	_	_
oùu	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
boule	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
an	O	_	_	_	_	_	_	_	_
poltron	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
—	O	_	_	_	_	_	_	_	_
“	O	_	_	_	_	_	_	_	NoSpaceAfter
Adua	O	_	_	_	_	_	_	_	_
xovquiv,	O	_	_	_	_	_	_	_	NoSpaceAfter
eſ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Euripide	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Électre	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
861	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
:	O	_	_	_	_	_	_	_	_
Οὐράvroy	O	_	_	_	_	_	_	_	NoSpaceAfter
πήδημα	O	_	_	_	_	_	_	_	_
χονφίζονσα	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
4490	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Καὶ	O	_	_	_	_	_	_	_	_
θροεῖς	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Ο	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Οξά	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.75
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.75
Μοὶ	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.75
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
1130	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.50
.	O	_	_	_	_	_	_	_	_
Phil	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.20
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.20
994	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.33
.	O	_	_	_	_	_	_	_	_
Trach	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.17
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.17
314	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
«	O	_	_	_	_	_	_	_	_
Addito	O	_	_	_	_	_	_	_	_
xat	O	_	_	_	_	_	_	_	_
vis	O	_	_	_	_	_	_	_	_
«	O	_	_	_	_	_	_	_	_
augetur	O	_	_	_	_	_	_	_	_
interrogationis	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
»	O	_	_	_	_	_	_	_	_
[	O	_	_	_	_	_	_	_	NoSpaceAfter
Dindorf	O	_	_	_	_	_	_	_	NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	NoSpaceAfter
)	O	_	_	_	_	_	_	_	EndOfSentence
4492	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
οΐζηες	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
ἀρχαῖον	O	_	_	_	_	_	_	_	_
Πέλοπα	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
1296	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
’	O	_	_	_	_	_	_	_	NoSpaceAfter
Exaxtèv	O	_	_	_	_	_	_	_	_
évôpa	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
adulterum	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Les	O	_	_	_	_	_	_	_	_
interprètes	O	_	_	_	_	_	_	_	_
ne	O	_	_	_	_	_	_	_	_
s	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
accordent	O	_	_	_	_	_	_	_	_
ni	O	_	_	_	_	_	_	_	_
sur	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
fait	O	_	_	_	_	_	_	_	_
ni	O	_	_	_	_	_	_	_	_
sar	O	_	_	_	_	_	_	_	_
les	O	_	_	_	_	_	_	_	_
personnes	O	_	_	_	_	_	_	_	_
auxquelles	O	_	_	_	_	_	_	_	_
il	O	_	_	_	_	_	_	_	_
est	O	_	_	_	_	_	_	_	_
fait	O	_	_	_	_	_	_	_	_
allusion	O	_	_	_	_	_	_	_	_
ici	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ni	O	_	_	_	_	_	_	_	_
sur	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
sens	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
mots	O	_	_	_	_	_	_	_	_
&	O	_	_	_	_	_	_	_	_
p	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	NoSpaceAfter
TUGAC	O	_	_	_	_	_	_	_	_
TAτήρ	O	_	_	_	_	_	_	_	NoSpaceAfter
(	O	_	_	_	_	_	_	_	NoSpaceAfter
εἴ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
plus	O	_	_	_	_	_	_	_	_
bant	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
note	O	_	_	_	_	_	_	_	_
sur	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
vers	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|LED0.78
4472	I-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.78
)	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
qui	O	_	_	_	_	_	_	_	_
peuvent	O	_	_	_	_	_	_	_	_
désigner	O	_	_	_	_	_	_	_	_
soit	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
père	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
coupable	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
soit	O	_	_	_	_	_	_	_	_
celui	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
Agamemnon	O	_	_	_	_	_	_	_	NoSpaceAfter|LED0.00
.	O	_	_	_	_	_	_	_	EndOfSentence
Scholiaste	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
Ἡ	O	_	_	_	_	_	_	_	_
ἱστορία	O	_	_	_	_	_	_	_	_
ἐν	O	_	_	_	_	_	_	_	_
ταῖς	O	_	_	_	_	_	_	_	_
Κρήσσαις	O	_	_	_	_	_	_	_	_
Εὐριπίδον	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ὅτι	O	_	_	_	_	_	_	_	_
διαφθαρεῖσαν	O	_	_	_	_	_	_	_	_
αὐτὴν	O	_	_	_	_	_	_	_	_
λάθρα	O	_	_	_	_	_	_	_	NoSpaceAfter
ὑπὸ	O	_	_	_	_	_	_	_	_
θεράποντος	O	_	_	_	_	_	_	_	_
ὁ	O	_	_	_	_	_	_	_	_
πατὴρ	O	_	_	_	_	_	_	_	_
Ναυκλίῳ	O	_	_	_	_	_	_	_	_
παρέδωχεν	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ἐντειλάμενος	O	_	_	_	_	_	_	_	_
ἀποποντῶσαι᾽	O	_	_	_	_	_	_	_	_
ὃ	O	_	_	_	_	_	_	_	_
δὲ	O	_	_	_	_	_	_	_	_
οὐκ	O	_	_	_	_	_	_	_	_
ἐποίησεν	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ἀλλ᾽	O	_	_	_	_	_	_	_	_
ἐνηγγύησε	O	_	_	_	_	_	_	_	_
Πλειcôéver.	O	_	_	_	_	_	_	_	NoSpaceAfter
On	O	_	_	_	_	_	_	_	_
lit	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
autre	O	_	_	_	_	_	_	_	_
part	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
chez	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
Scholiaste	O	_	_	_	_	_	_	_	NoSpaceAfter
d	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	NoSpaceAfter
Euripide	O	_	_	_	_	_	_	_	LED0.00
(	O	_	_	_	_	_	_	_	NoSpaceAfter
sur	O	_	_	_	_	_	_	_	_
Oreste	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
84	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.75
3	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.75
)	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
"Arpeds	O	_	_	_	_	_	_	_	_
τὴν	O	_	_	_	_	_	_	_	_
γνναῖχα	O	_	_	_	_	_	_	_	_
Ἀερόπην	O	_	_	_	_	_	_	_	_
τιμωρεῖται	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ὅτι	O	_	_	_	_	_	_	_	_
ἐμοιχεύετο	O	_	_	_	_	_	_	_	_
Θνέστῃ	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ῥίψας	O	_	_	_	_	_	_	_	_
αὐτὴν	O	_	_	_	_	_	_	_	_
εἷς	O	_	_	_	_	_	_	_	_
τὴν	O	_	_	_	_	_	_	_	_
θάλασσαν	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ὥς	O	_	_	_	_	_	_	_	_
φησι	O	_	_	_	_	_	_	_	_
Σοφοχλῆς	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
-	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	_
Διαφθοράν	O	_	_	_	_	_	_	_	NoSpaceAfter
«	O	_	_	_	_	_	_	_	_
Id	O	_	_	_	_	_	_	_	_
est	O	_	_	_	_	_	_	_	_
lva	O	_	_	_	_	_	_	_	_
διαφθαρείη	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
»	O	_	_	_	_	_	_	_	_
[	O	_	_	_	_	_	_	_	NoSpaceAfter
Εἰϊεπάι	O	_	_	_	_	_	_	_	NoSpaceAfter|LED1.00
.	O	_	_	_	_	_	_	_	NoSpaceAfter
]	O	_	_	_	_	_	_	_	EndOfSentence
Οἵ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Euripide	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Hercule	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|LED0.00
furieux	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
458	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
-	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
459	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
;	O	_	_	_	_	_	_	_	_
"Ἔτεχον	O	_	_	_	_	_	_	_	_
μὲν	O	_	_	_	_	_	_	_	_
ὑμᾶς	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
πολεμίοις	O	_	_	_	_	_	_	_	_
δ᾽	O	_	_	_	_	_	_	_	_
ἐθρεψά	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	_
μὴν	O	_	_	_	_	_	_	_	_
ὕδρισμα	O	_	_	_	_	_	_	_	_
κἀπκίχαρμα	O	_	_	_	_	_	_	_	_
καὶ	O	_	_	_	_	_	_	_	_
διαφθοράν	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
